Date,Open,High,Low,Close,Adj Close,Volume
2012-05-25,3.025,3.125,3.025,3.1,2.844254,39175200
2012-05-29,3.15,3.2,3.1375,3.18,2.917655,31000000
2012-05-30,3.145,3.1675,3.0875,3.1425,2.883248,37979200
2012-05-31,3.1425,3.155,3.0675,3.1075,2.851135,35819200
2012-06-01,3.0425,3.0725,2.99,2.995,2.747917,44098400
2012-06-04,3.01,3.0275,2.9075,2.9325,2.690573,43285600
2012-06-05,2.9175,3.025,2.9175,3.0175,2.76856,36522400
2012-06-06,3.04,3.105,3.0175,3.0975,2.841961,36896800
2012-06-07,3.1425,3.16,2.97,2.9725,2.727274,52678000
2012-06-08,2.9825,3.04,2.9775,3.03,2.780029,37030800
2012-06-11,3.1275,3.1825,3.0575,3.065,2.812142,83908000
2012-06-12,3.1,3.1575,3.095,3.1275,2.869486,49612800
2012-06-13,3.125,3.1325,3.03,3.045,2.793793,49427600
2012-06-14,3.04,3.065,2.9775,3.0075,2.759385,58988400
2012-06-15,3.03,3.075,3.0025,3.0725,2.819023,38528800
2012-06-18,3.05,3.125,3.025,3.1,2.844254,30442400
2012-06-19,3.2275,3.3575,3.2125,3.31,3.03693,96047600
2012-06-20,3.3425,3.425,3.3225,3.3625,3.085099,97272000
2012-06-21,3.36,3.36,3.2025,3.21,2.945179,51637600
2012-06-22,3.25,3.2875,3.205,3.25,2.981879,86536000
2012-06-25,3.2525,3.2625,3.135,3.1475,2.887837,49461600
2012-06-26,3.165,3.205,3.12,3.1825,2.919948,43715200
2012-06-27,3.185,3.3075,3.185,3.285,3.013992,50606400
2012-06-28,3.255,3.33,3.2275,3.31,3.03693,54589600
2012-06-29,3.3875,3.4625,3.385,3.455,3.169968,61650800
2012-07-02,3.4725,3.475,3.335,3.3625,3.085099,58168400
2012-07-03,3.3625,3.4575,3.36,3.45,3.16538,21928400
2012-07-05,3.4275,3.4425,3.3625,3.415,3.133267,28007600
2012-07-06,3.39,3.4,3.3125,3.35,3.07363,38276000
2012-07-09,3.33,3.345,3.2775,3.305,3.032342,30633600
2012-07-10,3.27,3.3675,3.18,3.205,2.940592,51202800
2012-07-11,3.215,3.255,3.1375,3.1525,2.892423,48521600
2012-07-12,3.1175,3.1225,3.0725,3.1,2.844254,47216000
2012-07-13,3.1025,3.155,3.0825,3.14,2.880955,32426000
2012-07-16,3.12,3.175,3.09,3.15,2.89013,33446000
2012-07-17,3.16,3.1775,3.04,3.0925,2.837373,44747600
2012-07-18,3.085,3.31,3.07,3.265,2.995642,61600800
2012-07-19,3.2875,3.34,3.265,3.2975,3.025461,40303600
2012-07-20,3.2775,3.3,3.1675,3.2025,2.938299,45100000
2012-07-23,3.1175,3.2675,3.0825,3.245,2.977292,45158400
2012-07-24,3.25,3.27,3.1725,3.21,2.945179,35116400
2012-07-25,3.2,3.305,3.185,3.2725,3.002524,41504400
2012-07-26,3.3325,3.37,3.2625,3.2875,3.016286,33844000
2012-07-27,3.3,3.38,3.275,3.37,3.09198,37651600
2012-07-30,3.37,3.4125,3.305,3.3325,3.057574,36355200
2012-07-31,3.3325,3.4325,3.3275,3.385,3.105743,38778800
2012-08-01,3.405,3.4375,3.3325,3.3475,3.071337,33591200
2012-08-02,3.33,3.41,3.275,3.36,3.082805,36791200
2012-08-03,3.4125,3.465,3.3325,3.43,3.14703,32654800
2012-08-06,3.4625,3.52,3.4575,3.5025,3.213548,36032400
2012-08-07,3.545,3.575,3.5175,3.5375,3.245662,40734000
2012-08-08,3.535,3.595,3.525,3.5575,3.264012,51706400
2012-08-09,3.5625,3.685,3.5575,3.6775,3.374112,82230000
2012-08-10,3.775,3.805,3.6075,3.655,3.353468,127874400
2012-08-13,3.66,3.705,3.645,3.7025,3.39705,44724400
2012-08-14,3.715,3.72,3.6325,3.6475,3.346586,38882800
2012-08-15,3.66,3.69,3.6025,3.62,3.321356,59440400
2012-08-16,3.6525,3.7075,3.64,3.695,3.390168,37100800
2012-08-17,3.695,3.695,3.63,3.6625,3.360348,30986400
2012-08-20,3.65,3.6675,3.6075,3.6625,3.360348,31439200
2012-08-21,3.675,3.6975,3.615,3.6525,3.351174,34024800
2012-08-22,3.63,3.675,3.6175,3.66,3.358055,31355600
2012-08-23,3.6525,3.655,3.5625,3.5775,3.282362,37904000
2012-08-24,3.5775,3.6675,3.57,3.65,3.348879,34772400
2012-08-27,3.6475,3.6575,3.585,3.5875,3.291537,34094400
2012-08-28,3.56,3.6075,3.5525,3.5725,3.277774,31076400
2012-08-29,3.57,3.6025,3.5625,3.58,3.284656,25041200
2012-08-30,3.5725,3.585,3.495,3.5125,3.222723,30748800
2012-08-31,3.5375,3.5625,3.4725,3.5075,3.218137,48506400
2012-09-04,3.45,3.4625,3.2875,3.32,3.046104,69445200
2012-09-05,3.3325,3.38,3.295,3.33,3.05528,48025600
2012-09-06,3.355,3.5225,3.3525,3.4325,3.149324,65729600
2012-09-07,3.345,3.3725,3.2375,3.35,3.07363,78106400
2012-09-10,3.3425,3.39,3.3125,3.32,3.046104,37110800
2012-09-11,3.3175,3.4125,3.305,3.36,3.082805,38280800
2012-09-12,3.3875,3.415,3.355,3.3975,3.117211,32260800
2012-09-13,3.4275,3.44,3.355,3.42,3.137855,43383600
2012-09-14,3.4175,3.52,3.4175,3.46,3.174555,33946800
2012-09-17,3.4675,3.4675,3.3275,3.365,3.087392,49334800
2012-09-18,3.3275,3.4275,3.325,3.3875,3.108036,35995200
2012-09-19,3.395,3.475,3.355,3.4275,3.144737,45193600
2012-09-20,3.42,3.4375,3.375,3.4025,3.121799,32059600
2012-09-21,3.4075,3.4375,3.395,3.4175,3.135561,34013600
2012-09-24,3.3625,3.42,3.3575,3.415,3.133267,35783200
2012-09-25,3.46,3.475,3.3475,3.3525,3.075925,48154400
2012-09-26,3.34,3.3425,3.255,3.295,3.023168,43681200
2012-09-27,3.3025,3.325,3.275,3.32,3.046104,55888800
2012-09-28,3.305,3.3825,3.2625,3.335,3.059867,48550800
2012-10-01,3.35,3.37,3.2675,3.28,3.009405,50423600
2012-10-02,3.3025,3.3025,3.255,3.2925,3.020874,29549200
2012-10-03,3.3,3.31,3.2425,3.26,2.991055,43087200
2012-10-04,3.2675,3.425,3.25,3.405,3.124092,50260800
2012-10-05,3.415,3.45,3.3125,3.325,3.050693,48306800
2012-10-08,3.3125,3.3275,3.2675,3.2925,3.020874,24059600
2012-10-09,3.2875,3.2975,3.2125,3.2225,2.956648,36636000
2012-10-10,3.2075,3.2225,3.155,3.1675,2.906187,32656800
2012-10-11,3.1975,3.2075,3.16,3.185,2.922242,32051600
2012-10-12,3.1625,3.1875,3.1375,3.1575,2.897011,26069600
2012-10-15,3.1625,3.2,3.125,3.1975,2.933711,24958000
2012-10-16,3.225,3.3,3.195,3.29,3.01858,36769600
2012-10-17,3.25,3.28,3.2175,3.265,2.995642,39175200
2012-10-18,3.2575,3.2575,3.2025,3.215,2.949766,25477200
2012-10-19,3.1675,3.19,3.01,3.0275,2.777736,70941200
2012-10-22,3.04,3.0575,2.9675,2.9925,2.745623,48084000
2012-10-23,2.965,3.1025,2.9575,3.0825,2.828198,57394800
2012-10-24,3.1025,3.115,3.0125,3.0425,2.791499,33291600
2012-10-25,3.0675,3.1,3.0325,3.045,2.793793,30735600
2012-10-26,3.05,3.0675,3.0125,3.0125,2.763973,38937600
2012-10-31,3.025,3.05,2.9875,2.995,2.747917,34711200
2012-11-01,3.01,3.14,3.0075,3.1375,2.878661,47322000
2012-11-02,3.17,3.175,3.1025,3.1225,2.864898,25670000
2012-11-05,3.115,3.2675,3.115,3.255,2.986467,44484000
2012-11-06,3.2625,3.2625,3.1975,3.2525,2.984174,35080400
2012-11-07,3.2275,3.2475,3.1375,3.1525,2.892423,32462000
2012-11-08,3.1875,3.27,3.1625,3.17,2.908481,83902400
2012-11-09,3.1875,3.225,3.0375,3.0475,2.796086,84628000
2012-11-12,3.0525,3.065,2.95,2.98,2.734154,64362400
2012-11-13,2.965,3.0325,2.955,2.9575,2.713511,49212000
2012-11-14,2.975,3.005,2.8825,2.885,2.646992,61930000
2012-11-15,2.9025,2.9775,2.8775,2.8975,2.65846,46668800
2012-11-16,2.8975,2.9075,2.7875,2.845,2.610292,62455200
2012-11-19,2.8975,2.935,2.8625,2.925,2.683692,40409200
2012-11-20,2.895,2.9075,2.8425,2.8725,2.652526,33697600
2012-11-21,2.8725,2.9625,2.87,2.955,2.728708,42231200
2012-11-23,2.9675,3.01,2.9525,2.975,2.747176,27693200
2012-11-26,2.98,3.035,2.975,3.0275,2.795656,36460000
2012-11-27,3.015,3.085,2.99,3.04,2.807199,45140400
2012-11-28,3.0275,3.08,2.99,3.065,2.830285,39833200
2012-11-29,3.07,3.085,3.0,3.01,2.779497,48868800
2012-11-30,3.0075,3.03,2.975,2.9925,2.763338,46050400
2012-12-03,3.03,3.03,2.93,2.9375,2.712548,39138000
2012-12-04,2.9425,3.03,2.925,3.025,2.793348,52806800
2012-12-05,3.0,3.02,2.9475,2.99,2.761029,63302400
2012-12-06,2.9825,3.015,2.9725,2.995,2.765646,41289600
2012-12-07,2.9975,3.0125,2.955,2.99,2.761029,33828800
2012-12-10,2.99,3.1125,2.9825,3.09,2.85337,51364400
2012-12-11,3.1,3.2025,3.0925,3.1625,2.920318,81672400
2012-12-12,3.1725,3.19,3.1175,3.13,2.890307,39940400
2012-12-13,3.125,3.1925,3.1025,3.1325,2.892616,37755600
2012-12-14,3.145,3.18,3.1225,3.1475,2.906467,33866000
2012-12-17,3.14,3.1575,3.0875,3.135,2.894924,44523200
2012-12-18,3.135,3.175,3.125,3.14,2.899542,41643600
2012-12-19,3.1625,3.2,3.15,3.1625,2.920318,45854400
2012-12-20,3.175,3.1775,3.125,3.16,2.91801,33433200
2012-12-21,3.1175,3.1175,3.0525,3.0875,2.851062,46217200
2012-12-24,3.085,3.095,3.0525,3.0625,2.827976,12737600
2012-12-26,3.055,3.105,3.0475,3.06,2.825668,19674000
2012-12-27,3.065,3.07,3.005,3.04,2.807199,29980400
2012-12-28,3.0125,3.0725,3.0075,3.025,2.793348,22060000
2012-12-31,3.015,3.0775,3.0075,3.065,2.830285,32646000
2013-01-02,3.14,3.1825,3.1275,3.18,2.936478,47883600
2013-01-03,3.18,3.2175,3.145,3.1825,2.938787,29888800
2013-01-04,3.1875,3.2975,3.1775,3.2875,3.035746,52496800
2013-01-07,3.285,3.295,3.17,3.1925,2.948021,61073200
2013-01-08,3.2,3.21,3.1,3.1225,2.883381,46642400
2013-01-09,3.1475,3.1625,3.0325,3.0525,2.818742,69502000
2013-01-10,3.08,3.095,3.04,3.0575,2.823359,50636800
2013-01-11,3.07,3.0725,3.0225,3.0525,2.818742,51317200
2013-01-14,3.0725,3.0725,3.015,3.05,2.816434,30568400
2013-01-15,3.035,3.035,2.9775,2.995,2.765646,37588800
2013-01-16,2.99,3.0475,2.99,3.0225,2.791039,33737600
2013-01-17,3.0325,3.075,3.025,3.0625,2.827976,58073600
2013-01-18,3.0625,3.0625,3.005,3.0425,2.809508,39708800
2013-01-22,3.04,3.0675,3.0125,3.0275,2.795656,30822400
2013-01-23,3.0375,3.04,3.0,3.0325,2.800273,42180800
2013-01-24,3.0225,3.06,3.0075,3.0475,2.814125,39698000
2013-01-25,3.0525,3.105,3.0375,3.1025,2.864913,39392000
2013-01-28,3.1175,3.1725,3.11,3.1525,2.911084,42249200
2013-01-29,3.14,3.1475,3.0725,3.085,2.848753,38887200
2013-01-30,3.0875,3.13,3.07,3.08,2.844136,28759200
2013-01-31,3.08,3.115,3.045,3.065,2.830285,47054400
2013-02-01,3.09,3.1025,3.065,3.0925,2.855679,28881600
2013-02-04,3.075,3.1375,3.0375,3.04,2.807199,51174400
2013-02-05,3.055,3.1275,3.045,3.11,2.871839,36729600
2013-02-06,3.035,3.11,3.0175,3.085,2.848753,53068800
2013-02-07,3.075,3.1,3.0425,3.0725,2.83721,44000000
2013-02-08,3.0925,3.1175,3.0725,3.0925,2.855679,30723200
2013-02-11,3.1175,3.16,3.0875,3.1275,2.887999,40830800
2013-02-12,3.1,3.1425,3.095,3.1075,2.86953,27780400
2013-02-13,3.11,3.1675,3.0825,3.0925,2.855679,85639600
2013-02-14,3.05,3.185,3.0125,3.1825,2.938787,88209600
2013-02-15,3.175,3.1975,3.1125,3.1825,2.938787,73386000
2013-02-19,3.185,3.1875,3.12,3.14,2.899542,43355200
2013-02-20,3.15,3.2,3.085,3.095,2.857987,71301200
2013-02-21,3.09,3.125,3.065,3.0725,2.83721,58040800
2013-02-22,3.0925,3.1325,3.075,3.13,2.890307,37014800
2013-02-25,3.1375,3.1625,3.07,3.075,2.839519,64444400
2013-02-26,3.0625,3.11,3.0525,3.0925,2.873199,48750400
2013-02-27,3.0925,3.1725,3.085,3.15,2.926621,47698000
2013-02-28,3.14,3.2125,3.1275,3.165,2.940558,59139200
2013-03-01,3.1425,3.1875,3.115,3.1775,2.952171,38939600
2013-03-04,3.155,3.195,3.13,3.165,2.940558,35368000
2013-03-05,3.1825,3.205,3.1675,3.2,2.973075,36616800
2013-03-06,3.22,3.25,3.1825,3.1975,2.970752,34292800
2013-03-07,3.215,3.2475,3.1725,3.19,2.963785,31482400
2013-03-08,3.1975,3.22,3.1825,3.205,2.97772,24646400
2013-03-11,3.1725,3.1875,3.1475,3.175,2.949848,29974800
2013-03-12,3.17,3.195,3.14,3.185,2.959139,31085600
2013-03-13,3.185,3.24,3.155,3.185,2.959139,48584000
2013-03-14,3.205,3.215,3.1675,3.1875,2.961461,38330400
2013-03-15,3.1875,3.1875,3.1475,3.16,2.935912,35577600
2013-03-18,3.14,3.1675,3.115,3.1375,2.915008,29831200
2013-03-19,3.14,3.155,3.095,3.1175,2.896425,35548000
2013-03-20,3.1475,3.165,3.12,3.155,2.931266,34058800
2013-03-21,3.1375,3.1425,3.1,3.105,2.884812,33903200
2013-03-22,3.115,3.1325,3.1025,3.12,2.898748,23247600
2013-03-25,3.1375,3.14,3.08,3.1025,2.882489,36207600
2013-03-26,3.11,3.1275,3.0975,3.125,2.903394,23254000
2013-03-27,3.1125,3.18,3.105,3.1625,2.938235,25494400
2013-03-28,3.155,3.21,3.1325,3.2075,2.980043,34927600
2013-04-01,3.2,3.2,3.08,3.1025,2.882489,44282800
2013-04-02,3.105,3.1125,3.05,3.07,2.852293,37152400
2013-04-03,3.065,3.0825,3.01,3.0325,2.817453,35315600
2013-04-04,3.0225,3.0725,3.0125,3.0625,2.845326,29467600
2013-04-05,3.0175,3.115,3.01,3.115,2.894103,55135200
2013-04-08,3.1175,3.1175,3.05,3.1075,2.887135,32666000
2013-04-09,3.11,3.18,3.0875,3.1575,2.933589,38058400
2013-04-10,3.16,3.2125,3.1525,3.2075,2.980043,38468800
2013-04-11,3.1625,3.2125,3.075,3.1925,2.966107,96922000
2013-04-12,3.2075,3.3075,3.18,3.2725,3.040433,77054800
2013-04-15,3.2625,3.2725,3.185,3.205,2.97772,43042000
2013-04-16,3.235,3.2625,3.2175,3.24,3.010239,46884400
2013-04-17,3.215,3.245,3.1775,3.1975,2.970752,53294800
2013-04-18,3.205,3.225,3.135,3.135,2.912685,40254800
2013-04-19,3.1325,3.1525,3.0925,3.1425,2.919653,30302800
2013-04-22,3.14,3.175,3.115,3.1475,2.924299,24556800
2013-04-23,3.175,3.2625,3.17,3.23,3.000947,37694800
2013-04-24,3.24,3.3675,3.2375,3.34,3.103147,55655600
2013-04-25,3.3575,3.375,3.3275,3.3675,3.128697,35322400
2013-04-26,3.3625,3.3675,3.335,3.3525,3.11476,32433200
2013-04-29,3.3575,3.405,3.3425,3.3925,3.151924,26971200
2013-04-30,3.4,3.4425,3.3775,3.4425,3.198379,27671200
2013-05-01,3.4425,3.465,3.4,3.4125,3.170506,34131600
2013-05-02,3.41,3.4625,3.39,3.4525,3.207669,32348000
2013-05-03,3.475,3.4925,3.455,3.4675,3.221605,29386400
2013-05-06,3.4675,3.4875,3.4375,3.4575,3.212314,21711600
2013-05-07,3.4575,3.465,3.38,3.4125,3.170506,44806800
2013-05-08,3.4175,3.495,3.405,3.475,3.228573,33403200
2013-05-09,3.4125,3.4925,3.4075,3.4775,3.230896,56680000
2013-05-10,3.55,3.65,3.55,3.635,3.377228,86113600
2013-05-13,3.61,3.625,3.545,3.56,3.307546,28981200
2013-05-14,3.6025,3.6425,3.5675,3.6125,3.356323,45414000
2013-05-15,3.595,3.6875,3.595,3.675,3.414391,31317200
2013-05-16,3.67,3.7075,3.645,3.6575,3.398132,30836800
2013-05-17,3.675,3.7425,3.6475,3.7175,3.453876,31211600
2013-05-20,3.7025,3.725,3.69,3.71,3.446909,23638000
2013-05-21,3.7125,3.745,3.67,3.73,3.483094,35778400
2013-05-22,3.745,3.745,3.585,3.6,3.361699,48040400
2013-05-23,3.5575,3.67,3.5475,3.6575,3.415393,39388400
2013-05-24,3.6375,3.6675,3.595,3.635,3.394383,28330400
2013-05-28,3.6625,3.6725,3.5975,3.6325,3.392048,27930000
2013-05-29,3.61,3.6325,3.595,3.61,3.371036,33505200
2013-05-30,3.605,3.695,3.595,3.6575,3.415393,28450400
2013-05-31,3.6375,3.69,3.6175,3.6175,3.378041,57750800
2013-06-03,3.6225,3.65,3.5375,3.6125,3.373371,44446800
2013-06-04,3.635,3.7,3.595,3.6175,3.378041,36367600
2013-06-05,3.6125,3.64,3.53,3.54,3.305671,46452000
2013-06-06,3.54,3.59,3.5375,3.5625,3.326682,34104400
2013-06-07,3.5875,3.635,3.5725,3.6125,3.373371,27458400
2013-06-10,3.6025,3.6325,3.5825,3.61,3.371036,22414800
2013-06-11,3.5625,3.6125,3.5425,3.5425,3.308006,29633600
2013-06-12,3.56,3.59,3.4925,3.5125,3.279991,31258800
2013-06-13,3.5,3.61,3.4975,3.5925,3.354696,23625600
2013-06-14,3.605,3.61,3.5625,3.5875,3.350027,23601200
2013-06-17,3.615,3.655,3.595,3.6225,3.38271,25533600
2013-06-18,3.64,3.68,3.57,3.6,3.361699,48677200
2013-06-19,3.6325,3.87,3.62,3.71,3.464418,115958800
2013-06-20,3.68,3.685,3.585,3.61,3.371036,62869600
2013-06-21,3.63,3.6425,3.545,3.605,3.36637,71422800
2013-06-24,3.5525,3.5975,3.4775,3.53,3.296332,58077200
2013-06-25,3.5675,3.575,3.5175,3.555,3.319678,45736000
2013-06-26,3.595,3.6,3.52,3.535,3.301002,57975200
2013-06-27,3.545,3.55,3.465,3.5025,3.270654,80803600
2013-06-28,3.5025,3.545,3.4575,3.51,3.277657,43153600
2013-07-01,3.535,3.5425,3.5025,3.525,3.291664,19952400
2013-07-02,3.505,3.575,3.49,3.5225,3.289329,25639200
2013-07-03,3.4925,3.575,3.4925,3.5325,3.298668,14038800
2013-07-05,3.5425,3.5675,3.52,3.56,3.324348,18468400
2013-07-08,3.57,3.5875,3.5225,3.5425,3.308006,26208400
2013-07-09,3.55,3.5825,3.54,3.56,3.324348,15736400
2013-07-10,3.56,3.6175,3.55,3.6075,3.368703,20846800
2013-07-11,3.6275,3.6625,3.62,3.6575,3.415393,23983200
2013-07-12,3.65,3.695,3.6375,3.66,3.417727,21636000
2013-07-15,3.6675,3.6675,3.595,3.6525,3.410724,20133200
2013-07-16,3.6675,3.6925,3.65,3.6725,3.4294,16256000
2013-07-17,3.6725,3.685,3.6425,3.6525,3.410724,16610000
2013-07-18,3.6475,3.66,3.59,3.6375,3.396718,34448800
2013-07-19,3.615,3.6325,3.5225,3.56,3.324348,48053200
2013-07-22,3.5875,3.62,3.5425,3.5575,3.322012,29238400
2013-07-23,3.6025,3.6025,3.535,3.5525,3.317343,24679200
2013-07-24,3.585,3.595,3.5475,3.5525,3.317343,28425200
2013-07-25,3.55,3.6125,3.525,3.565,3.329016,24332000
2013-07-26,3.5225,3.5725,3.5225,3.55,3.315009,22736000
2013-07-29,3.5425,3.5875,3.5325,3.5425,3.308006,17954000
2013-07-30,3.555,3.65,3.5525,3.6025,3.364033,26607600
2013-07-31,3.585,3.645,3.5825,3.61,3.371036,27016000
2013-08-01,3.6225,3.6675,3.58,3.66,3.417727,27764800
2013-08-02,3.6525,3.6975,3.6275,3.69,3.445742,20962800
2013-08-05,3.68,3.72,3.66,3.7075,3.462083,18518800
2013-08-06,3.71,3.7175,3.645,3.6525,3.410724,20660800
2013-08-07,3.6325,3.6875,3.63,3.65,3.408389,24438000
2013-08-08,3.67,3.6925,3.6275,3.675,3.431735,34569600
2013-08-09,3.53,3.6775,3.5275,3.6225,3.38271,90622400
2013-08-12,3.475,3.645,3.2775,3.5925,3.354696,25756800
2013-08-13,3.5975,3.62,3.575,3.605,3.36637,19746800
2013-08-14,3.5975,3.78,3.595,3.7575,3.508773,82850800
2013-08-15,3.7175,3.8125,3.7025,3.7825,3.532119,72361600
2013-08-16,3.775,3.85,3.7675,3.7975,3.546126,66045600
2013-08-19,3.775,3.7875,3.735,3.7375,3.490098,39343200
2013-08-20,3.7175,3.7625,3.7125,3.7375,3.507694,23419200
